"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"4130",29,"SITTING","TimeBodyGyroscope","standarddeviation",-0.988334019666667
"4131",29,"STANDING","TimeBodyGyroscope","standarddeviation",-0.990364876307692
"4132",29,"WALKING","TimeBodyGyroscope","standarddeviation",-0.181802636566038
"4133",29,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.390460137708333
"4134",29,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",0.0461103045102041
"4135",30,"LAYING","TimeBodyGyroscope","standarddeviation",-0.966041673
"4136",30,"SITTING","TimeBodyGyroscope","standarddeviation",-0.976477561935484
"4137",30,"STANDING","TimeBodyGyroscope","standarddeviation",-0.94070541220339
"4138",30,"WALKING","TimeBodyGyroscope","standarddeviation",0.00600277892
"4139",30,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.285392416354839
"4140",30,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.0840481513184615
"4141",1,"LAYING","TimeBodyGyroscope","standarddeviation",-0.9082846626
"4142",1,"SITTING","TimeBodyGyroscope","standarddeviation",-0.941425920851064
"4143",1,"STANDING","TimeBodyGyroscope","standarddeviation",-0.980645626981132
"4144",1,"WALKING","TimeBodyGyroscope","standarddeviation",-0.344266629473684
"4145",1,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.124702454242857
"4146",1,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.50716867490566
"4147",2,"LAYING","TimeBodyGyroscope","standarddeviation",-0.960306560416667
"4148",2,"SITTING","TimeBodyGyroscope","standarddeviation",-0.959803708695652
"4149",2,"STANDING","TimeBodyGyroscope","standarddeviation",-0.964856701851852
"4150",2,"WALKING","TimeBodyGyroscope","standarddeviation",-0.481085535084746
"4151",2,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.279418388042553
"4152",2,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.163995791679167
"4153",3,"LAYING","TimeBodyGyroscope","standarddeviation",-0.963505609032258
"4154",3,"SITTING","TimeBodyGyroscope","standarddeviation",-0.926413710384615
"4155",3,"STANDING","TimeBodyGyroscope","standarddeviation",-0.91236408147541
"4156",3,"WALKING","TimeBodyGyroscope","standarddeviation",-0.476696411551724
"4157",3,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.44230776755102
"4158",3,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.492327305084746
"4159",4,"LAYING","TimeBodyGyroscope","standarddeviation",-0.962073755
"4160",4,"SITTING","TimeBodyGyroscope","standarddeviation",-0.9279722294
"4161",4,"STANDING","TimeBodyGyroscope","standarddeviation",-0.909995038571429
"4162",4,"WALKING","TimeBodyGyroscope","standarddeviation",-0.662608226
"4163",4,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.498480800444444
"4164",4,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.360811047884615
"4165",5,"LAYING","TimeBodyGyroscope","standarddeviation",-0.960583776923077
"4166",5,"SITTING","TimeBodyGyroscope","standarddeviation",-0.940637937045455
"4167",5,"STANDING","TimeBodyGyroscope","standarddeviation",-0.907471555714286
"4168",5,"WALKING","TimeBodyGyroscope","standarddeviation",-0.318700615178571
"4169",5,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.227869042382979
"4170",5,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.26545133312766
"4171",6,"LAYING","TimeBodyGyroscope","standarddeviation",-0.939141878596491
"4172",6,"SITTING","TimeBodyGyroscope","standarddeviation",-0.939681350909091
"4173",6,"STANDING","TimeBodyGyroscope","standarddeviation",-0.947782155964912
"4174",6,"WALKING","TimeBodyGyroscope","standarddeviation",-0.383139334736842
"4175",6,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.0940797929729167
"4176",6,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.18390018167451
"4177",7,"LAYING","TimeBodyGyroscope","standarddeviation",-0.955294890576923
"4178",7,"SITTING","TimeBodyGyroscope","standarddeviation",-0.937021208541667
"4179",7,"STANDING","TimeBodyGyroscope","standarddeviation",-0.951630777358491
"4180",7,"WALKING","TimeBodyGyroscope","standarddeviation",-0.396013535263158
"4181",7,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.401051415531915
"4182",7,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.348980051411765
"4183",8,"LAYING","TimeBodyGyroscope","standarddeviation",-0.96758975462963
"4184",8,"SITTING","TimeBodyGyroscope","standarddeviation",-0.959623548478261
"4185",8,"STANDING","TimeBodyGyroscope","standarddeviation",-0.974118322407407
"4186",8,"WALKING","TimeBodyGyroscope","standarddeviation",-0.0754447842395833
"4187",8,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.129565242710526
"4188",8,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",0.337526477436585
"4189",9,"LAYING","TimeBodyGyroscope","standarddeviation",-0.9615953704
"4190",9,"SITTING","TimeBodyGyroscope","standarddeviation",-0.9301768338
"4191",9,"STANDING","TimeBodyGyroscope","standarddeviation",-0.939889737333333
"4192",9,"WALKING","TimeBodyGyroscope","standarddeviation",-0.265683521346154
"4193",9,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.279685150191905
"4194",9,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.138176481058776
"4195",10,"LAYING","TimeBodyGyroscope","standarddeviation",-0.971940597413793
"4196",10,"SITTING","TimeBodyGyroscope","standarddeviation",-0.960445962037037
"4197",10,"STANDING","TimeBodyGyroscope","standarddeviation",-0.953681099545455
"4198",10,"WALKING","TimeBodyGyroscope","standarddeviation",-0.174524868603774
"4199",10,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.0353021837
"4200",10,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.320509332297872
"4201",11,"LAYING","TimeBodyGyroscope","standarddeviation",-0.959897432807018
"4202",11,"SITTING","TimeBodyGyroscope","standarddeviation",-0.95284431245283
"4203",11,"STANDING","TimeBodyGyroscope","standarddeviation",-0.980636664893617
"4204",11,"WALKING","TimeBodyGyroscope","standarddeviation",-0.434178202542373
"4205",11,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.318959594782609
"4206",11,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.694658851666667
"4207",12,"LAYING","TimeBodyGyroscope","standarddeviation",-0.950157442166667
"4208",12,"SITTING","TimeBodyGyroscope","standarddeviation",-0.951552533137255
"4209",12,"STANDING","TimeBodyGyroscope","standarddeviation",-0.950364757540984
"4210",12,"WALKING","TimeBodyGyroscope","standarddeviation",-0.35017028664
"4211",12,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.337806681456522
"4212",12,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.349614606153846
"4213",13,"LAYING","TimeBodyGyroscope","standarddeviation",-0.967350513709677
"4214",13,"SITTING","TimeBodyGyroscope","standarddeviation",-0.966896414285714
"4215",13,"STANDING","TimeBodyGyroscope","standarddeviation",-0.973436596140351
"4216",13,"WALKING","TimeBodyGyroscope","standarddeviation",-0.363369948070175
"4217",13,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.322774082765957
"4218",13,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.211805111745455
"4219",14,"LAYING","TimeBodyGyroscope","standarddeviation",-0.952296965294118
"4220",14,"SITTING","TimeBodyGyroscope","standarddeviation",-0.952904383518518
"4221",14,"STANDING","TimeBodyGyroscope","standarddeviation",-0.946589134666667
"4222",14,"WALKING","TimeBodyGyroscope","standarddeviation",-0.12609080020339
"4223",14,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",0.356198597177778
"4224",14,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",0.564875818162963
"4225",15,"LAYING","TimeBodyGyroscope","standarddeviation",-0.956537051666667
"4226",15,"SITTING","TimeBodyGyroscope","standarddeviation",-0.963765802881356
"4227",15,"STANDING","TimeBodyGyroscope","standarddeviation",-0.968167046415094
"4228",15,"WALKING","TimeBodyGyroscope","standarddeviation",-0.48653265537037
"4229",15,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.250648085714286
"4230",15,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.477365945208333
"4231",16,"LAYING","TimeBodyGyroscope","standarddeviation",-0.984781484857143
"4232",16,"SITTING","TimeBodyGyroscope","standarddeviation",-0.960287831304348
"4233",16,"STANDING","TimeBodyGyroscope","standarddeviation",-0.982357006410256
"4234",16,"WALKING","TimeBodyGyroscope","standarddeviation",-0.365489530588235
"4235",16,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.444636334893617
"4236",16,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.365025170078431
"4237",17,"LAYING","TimeBodyGyroscope","standarddeviation",-0.976200771267606
"4238",17,"SITTING","TimeBodyGyroscope","standarddeviation",-0.9797052259375
"4239",17,"STANDING","TimeBodyGyroscope","standarddeviation",-0.985538363333333
"4240",17,"WALKING","TimeBodyGyroscope","standarddeviation",-0.386044435409836
"4241",17,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.468462984347826
"4242",17,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.234402350714583
"4243",18,"LAYING","TimeBodyGyroscope","standarddeviation",-0.985108386307692
"4244",18,"SITTING","TimeBodyGyroscope","standarddeviation",-0.981525495438596
"4245",18,"STANDING","TimeBodyGyroscope","standarddeviation",-0.972820402739726
"4246",18,"WALKING","TimeBodyGyroscope","standarddeviation",-0.511417204821429
"4247",18,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.483658260727273
"4248",18,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.433922212068966
"4249",19,"LAYING","TimeBodyGyroscope","standarddeviation",-0.973197523855422
"4250",19,"SITTING","TimeBodyGyroscope","standarddeviation",-0.96559497630137
"4251",19,"STANDING","TimeBodyGyroscope","standarddeviation",-0.960734258356164
"4252",19,"WALKING","TimeBodyGyroscope","standarddeviation",-0.104202986482692
"4253",19,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.0314083457948718
"4254",19,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.110117174875
"4255",20,"LAYING","TimeBodyGyroscope","standarddeviation",-0.972409893529412
"4256",20,"SITTING","TimeBodyGyroscope","standarddeviation",-0.945771803484848
"4257",20,"STANDING","TimeBodyGyroscope","standarddeviation",-0.907343324657534
"4258",20,"WALKING","TimeBodyGyroscope","standarddeviation",-0.165748467372549
"4259",20,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",0.159723529622222
"4260",20,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",0.184119332796078
"4261",21,"LAYING","TimeBodyGyroscope","standarddeviation",-0.981345430888889
"4262",21,"SITTING","TimeBodyGyroscope","standarddeviation",-0.976972658588235
"4263",21,"STANDING","TimeBodyGyroscope","standarddeviation",-0.959327022022472
"4264",21,"WALKING","TimeBodyGyroscope","standarddeviation",-0.311875599423077
"4265",21,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.349759493777778
"4266",21,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",0.0517155421740426
"4267",22,"LAYING","TimeBodyGyroscope","standarddeviation",-0.933251870694444
"4268",22,"SITTING","TimeBodyGyroscope","standarddeviation",-0.946501417741936
"4269",22,"STANDING","TimeBodyGyroscope","standarddeviation",-0.96058251031746
"4270",22,"WALKING","TimeBodyGyroscope","standarddeviation",-0.151439515130435
"4271",22,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.280417950555556
"4272",22,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.157758060642857
"4273",23,"LAYING","TimeBodyGyroscope","standarddeviation",-0.983920132638889
"4274",23,"SITTING","TimeBodyGyroscope","standarddeviation",-0.9597186325
"4275",23,"STANDING","TimeBodyGyroscope","standarddeviation",-0.962389689411765
"4276",23,"WALKING","TimeBodyGyroscope","standarddeviation",-0.209634887972881
"4277",23,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.208702488240741
"4278",23,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.0317301153392157
"4279",24,"LAYING","TimeBodyGyroscope","standarddeviation",-0.98170136125
"4280",24,"SITTING","TimeBodyGyroscope","standarddeviation",-0.971277654117647
"4281",24,"STANDING","TimeBodyGyroscope","standarddeviation",-0.969958678115942
"4282",24,"WALKING","TimeBodyGyroscope","standarddeviation",-0.396154003275862
"4283",24,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.491077244909091
"4284",24,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.27459628379661
"4285",25,"LAYING","TimeBodyGyroscope","standarddeviation",-0.91092799
"4286",25,"SITTING","TimeBodyGyroscope","standarddeviation",-0.972637558615385
"4287",25,"STANDING","TimeBodyGyroscope","standarddeviation",-0.971814139189189
"4288",25,"WALKING","TimeBodyGyroscope","standarddeviation",-0.562775245405405
"4289",25,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.443780454482759
"4290",25,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.564195608923077
"4291",26,"LAYING","TimeBodyGyroscope","standarddeviation",-0.969302237763158
"4292",26,"SITTING","TimeBodyGyroscope","standarddeviation",-0.966441338076923
"4293",26,"STANDING","TimeBodyGyroscope","standarddeviation",-0.974891360675676
"4294",26,"WALKING","TimeBodyGyroscope","standarddeviation",-0.354549059491525
"4295",26,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.3320502392
"4296",26,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.3090880546
"4297",27,"LAYING","TimeBodyGyroscope","standarddeviation",-0.97837499972973
"4298",27,"SITTING","TimeBodyGyroscope","standarddeviation",-0.975713310142857
"4299",27,"STANDING","TimeBodyGyroscope","standarddeviation",-0.981281807
"4300",27,"WALKING","TimeBodyGyroscope","standarddeviation",-0.250120409298246
"4301",27,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.257846157386364
"4302",27,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.169960785215686
"4303",28,"LAYING","TimeBodyGyroscope","standarddeviation",-0.96237491175
"4304",28,"SITTING","TimeBodyGyroscope","standarddeviation",-0.9566328025
"4305",28,"STANDING","TimeBodyGyroscope","standarddeviation",-0.925491442911392
"4306",28,"WALKING","TimeBodyGyroscope","standarddeviation",-0.242601384618519
"4307",28,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.307025006304348
"4308",28,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.189306812833333
"4309",29,"LAYING","TimeBodyGyroscope","standarddeviation",-0.97499461942029
"4310",29,"SITTING","TimeBodyGyroscope","standarddeviation",-0.971227991666667
"4311",29,"STANDING","TimeBodyGyroscope","standarddeviation",-0.983368643230769
"4312",29,"WALKING","TimeBodyGyroscope","standarddeviation",-0.430232441132075
"4313",29,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.311122615416667
"4314",29,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.37481514122449
"4315",30,"LAYING","TimeBodyGyroscope","standarddeviation",-0.968889156142857
"4316",30,"SITTING","TimeBodyGyroscope","standarddeviation",-0.955053200806452
"4317",30,"STANDING","TimeBodyGyroscope","standarddeviation",-0.93083468440678
"4318",30,"WALKING","TimeBodyGyroscope","standarddeviation",-0.182569652430769
"4319",30,"WALKING_DOWNSTAIRS","TimeBodyGyroscope","standarddeviation",-0.29537036283871
"4320",30,"WALKING_UPSTAIRS","TimeBodyGyroscope","standarddeviation",-0.211573579892308
"4321",1,"LAYING","TimeBodyGyroscopeJerk","mean",-0.107270949192
"4322",1,"SITTING","TimeBodyGyroscopeJerk","mean",-0.0936793807234043
"4323",1,"STANDING","TimeBodyGyroscopeJerk","mean",-0.0996092129056604
"4324",1,"WALKING","TimeBodyGyroscopeJerk","mean",-0.0899975423705263
"4325",1,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0739592036271429
"4326",1,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.122232768011321
"4327",2,"LAYING","TimeBodyGyroscopeJerk","mean",-0.101974134208333
"4328",2,"SITTING","TimeBodyGyroscopeJerk","mean",-0.0936328412826087
"4329",2,"STANDING","TimeBodyGyroscopeJerk","mean",-0.105562157888889
"4330",2,"WALKING","TimeBodyGyroscopeJerk","mean",-0.0818833429152542
"4331",2,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0581038498510638
"4332",2,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0828858001333333
"4333",3,"LAYING","TimeBodyGyroscopeJerk","mean",-0.10004449883871
"4334",3,"SITTING","TimeBodyGyroscopeJerk","mean",-0.103605889057692
"4335",3,"STANDING","TimeBodyGyroscopeJerk","mean",-0.0994602620655738
"4336",3,"WALKING","TimeBodyGyroscopeJerk","mean",-0.0952398165017241
"4337",3,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0778701650285714
"4338",3,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.115510569491525
"4339",4,"LAYING","TimeBodyGyroscopeJerk","mean",-0.105019877685185
"4340",4,"SITTING","TimeBodyGyroscopeJerk","mean",-0.09694948424
"4341",4,"STANDING","TimeBodyGyroscopeJerk","mean",-0.103057894142857
"4342",4,"WALKING","TimeBodyGyroscopeJerk","mean",-0.115321556475
"4343",4,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0921282734666667
"4344",4,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.1314720713
"4345",5,"LAYING","TimeBodyGyroscopeJerk","mean",-0.102114125
"4346",5,"SITTING","TimeBodyGyroscopeJerk","mean",-0.0889747665681818
"4347",5,"STANDING","TimeBodyGyroscopeJerk","mean",-0.0922249863035714
"4348",5,"WALKING","TimeBodyGyroscopeJerk","mean",-0.0888408355267857
"4349",5,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.110149008255319
"4350",5,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.143029686361702
"4351",6,"LAYING","TimeBodyGyroscopeJerk","mean",-0.111267284631579
"4352",6,"SITTING","TimeBodyGyroscopeJerk","mean",-0.0936693524363636
"4353",6,"STANDING","TimeBodyGyroscopeJerk","mean",-0.103292534210526
"4354",6,"WALKING","TimeBodyGyroscopeJerk","mean",-0.0878891090105263
"4355",6,"WALKING_DOWNSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0256452232354167
"4356",6,"WALKING_UPSTAIRS","TimeBodyGyroscopeJerk","mean",-0.0652024492378431
